"breweryId","venueId","checkinId","breweryName","breweryLocation","breweryState","breweryLat","breweryLng"
11028,28406,584990719,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,28406,604770772,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,28406,609010647,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,28406,633005154,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,28864,633836597,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,28864,630153570,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,29626,625421785,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,29915,631342117,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,30319,630607564,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,30688,628794293,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,30688,633811945,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,30688,628226458,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,30688,633790318,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,30688,633878870,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,31058,629635610,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,31531,632306227,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,32858,630794964,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,32858,622930630,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,32858,626675703,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,33963,628830811,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,35496,631601096,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,35496,632065607,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,35496,632596861,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,35496,631593741,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,36174,629716799,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,36174,633348828,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,36663,629313971,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,38671,628828922,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,38671,629044017,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,38671,629059109,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,39291,631572819,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,39291,629098319,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,39744,627490970,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,39744,611417210,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,39744,611369906,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,39744,627028435,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,39744,627450459,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,39744,617484092,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,39744,633262530,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,39744,633374063,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,39744,633373446,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,39744,626972663,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,39744,633372578,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,40111,633972675,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,40347,632019486,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,41638,624772133,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,41638,631404000,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,42209,632242288,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,42209,628964674,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,43965,625615659,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,44558,629447487,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,45399,633860167,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,45414,633871156,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,45414,629780490,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,47324,627006065,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,48126,630112900,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,48126,630118978,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,48674,632071185,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,49387,629342054,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,49387,632928627,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,49414,631540316,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,49928,633913875,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,50201,629108474,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,50201,633760929,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,50703,632021420,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,50816,626039537,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,51606,607843323,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,51606,613095028,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,51606,620140373,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,51606,607622389,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,51606,628865955,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,51606,617400281,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,51606,630227258,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,51811,633249057,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,52428,627405674,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,54447,628201000,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,54892,632210510,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,54892,632620627,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,54931,623474767,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,57413,633868937,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,57413,633943124,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,57414,630186390,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,59176,632039800,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,59176,633314590,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,59176,630180311,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,59176,630624873,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,59176,628200924,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,59207,607956263,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,59238,631609383,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,60666,630673600,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,62255,633504824,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,63300,631581150,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,64436,630186816,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,64436,633368741,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,64800,629420473,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,65526,625189483,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,65603,611052288,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,65603,603683621,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,65603,623435192,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,65603,626873679,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,66264,621472049,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
11028,66264,624520654,"Deep Ellum Brewing Company","Dallas","TX",32.7809,-96.7813
